Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[21]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::base() const [21]
-----------------------------------------------
                0.00    0.00       4/13          Height::operator=(Height&&) [81]
                0.00    0.00       9/13          Dvector::operator=(Dvector&&) [33]
[22]     0.0    0.00    0.00      13         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [22]
                0.00    0.00      39/39          std::remove_reference<int&>::type&& std::move<int&>(int&) [16]
-----------------------------------------------
                0.00    0.00      12/12          bool __gnu_cxx::operator!=<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&) [43]
[23]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       1/12          PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<PhilipsWave const*, PhilipsWave*>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*) [67]
                0.00    0.00       4/12          PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [101]
                0.00    0.00       7/12          void std::_Destroy_aux<false>::__destroy<PhilipsWave*>(PhilipsWave*, PhilipsWave*) [49]
[24]     0.0    0.00    0.00      12         PhilipsWave* std::__addressof<PhilipsWave>(PhilipsWave&) [24]
-----------------------------------------------
                0.00    0.00      12/12          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double> >, std::is_move_constructible<double>, std::is_move_assignable<double> >::value, void>::type std::swap<double>(double&, double&) [71]
[25]     0.0    0.00    0.00      12         std::remove_reference<double&>::type&& std::move<double&>(double&) [25]
-----------------------------------------------
                0.00    0.00       1/11          Height::fill(double) [140]
                0.00    0.00      10/11          Height::operator+=(Height) [82]
[26]     0.0    0.00    0.00      11         Dvector::size() [26]
-----------------------------------------------
                0.00    0.00       2/11          PhilipsWave::PhilipsWave(double, Dvector, double) [79]
                0.00    0.00       2/11          Height::Height(Height const&) [80]
                0.00    0.00       7/11          PhilipsWave::PhilipsWave(PhilipsWave const&) [38]
[27]     0.0    0.00    0.00      11         Dvector::operator=(Dvector const&) [27]
                0.00    0.00      52/52          Dvector::getdata() const [14]
-----------------------------------------------
                0.00    0.00       2/11          std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
                0.00    0.00       3/11          std::vector<PhilipsWave, std::allocator<PhilipsWave> >::~vector() [78]
                0.00    0.00       6/11          void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
[28]     0.0    0.00    0.00      11         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_get_Tp_allocator() [28]
-----------------------------------------------
                0.00    0.00       2/11          void std::allocator_traits<std::allocator<PhilipsWave> >::construct<PhilipsWave, PhilipsWave const&>(std::allocator<PhilipsWave>&, PhilipsWave*, PhilipsWave const&) [100]
                0.00    0.00       2/11          void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
                0.00    0.00       2/11          void __gnu_cxx::new_allocator<PhilipsWave>::construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [83]
                0.00    0.00       5/11          void std::_Construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [51]
[29]     0.0    0.00    0.00      11         PhilipsWave const& std::forward<PhilipsWave const&>(std::remove_reference<PhilipsWave const&>::type&) [29]
-----------------------------------------------
                                  28             Dvector::fft() [30]
                0.00    0.00       1/10          main [6]
                0.00    0.00       4/10          Dvector::fft2d(int, int) [142]
                0.00    0.00       5/10          Dvector::ifft() [46]
[30]     0.0    0.00    0.00      10+28      Dvector::fft() [30]
                0.00    0.00     160/232         Dvector::getdata() [12]
                0.00    0.00      28/40          Dvector::Dvector(int, double) [15]
                0.00    0.00      28/76          Dvector::~Dvector() [13]
                                  28             Dvector::fft() [30]
-----------------------------------------------
                0.00    0.00       2/10          std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
                0.00    0.00       8/10          std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_check_len(unsigned long, char const*) const [90]
[31]     0.0    0.00    0.00      10         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::size() const [31]
-----------------------------------------------
                0.00    0.00       2/9           main [6]
                0.00    0.00       7/9           void std::_Destroy<PhilipsWave>(PhilipsWave*) [40]
[32]     0.0    0.00    0.00       9         PhilipsWave::~PhilipsWave() [32]
                0.00    0.00       9/76          Dvector::~Dvector() [13]
-----------------------------------------------
                0.00    0.00       1/9           Height::Height() [141]
                0.00    0.00       4/9           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Dvector> >, std::is_move_constructible<Dvector>, std::is_move_assignable<Dvector> >::value, void>::type std::swap<Dvector>(Dvector&, Dvector&) [110]
                0.00    0.00       4/9           Height::Height(double, double, int, int) [54]
[33]     0.0    0.00    0.00       9         Dvector::operator=(Dvector&&) [33]
                0.00    0.00       9/13          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [22]
                0.00    0.00       9/9           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double**> >, std::is_move_constructible<double**>, std::is_move_assignable<double**> >::value, void>::type std::swap<double**>(double**&, double**&) [34]
-----------------------------------------------
                0.00    0.00       9/9           Dvector::operator=(Dvector&&) [33]
[34]     0.0    0.00    0.00       9         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double**> >, std::is_move_constructible<double**>, std::is_move_assignable<double**> >::value, void>::type std::swap<double**>(double**&, double**&) [34]
                0.00    0.00      27/27          std::remove_reference<double**&>::type&& std::move<double**&>(double**&) [18]
-----------------------------------------------
                0.00    0.00       8/8           Height::operator+=(Height) [82]
[35]     0.0    0.00    0.00       8         Height::getDvect() [35]
                0.00    0.00       8/19          Dvector::Dvector(Dvector const&) [19]
-----------------------------------------------
                0.00    0.00       4/8           std::allocator_traits<std::allocator<PhilipsWave> >::max_size(std::allocator<PhilipsWave> const&) [66]
                0.00    0.00       4/8           __gnu_cxx::new_allocator<PhilipsWave>::allocate(unsigned long, void const*) [56]
[36]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<PhilipsWave>::max_size() const [36]
-----------------------------------------------
                0.00    0.00       8/8           PhilipsWave* std::__uninitialized_move_if_noexcept_a<PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave> >(PhilipsWave*, PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [70]
[37]     0.0    0.00    0.00       8         PhilipsWave const* std::__make_move_if_noexcept_iterator<PhilipsWave, PhilipsWave const*>(PhilipsWave*) [37]
-----------------------------------------------
                0.00    0.00       2/7           void __gnu_cxx::new_allocator<PhilipsWave>::construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [83]
                0.00    0.00       5/7           void std::_Construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [51]
[38]     0.0    0.00    0.00       7         PhilipsWave::PhilipsWave(PhilipsWave const&) [38]
                0.00    0.00       7/17          Dvector::Dvector() [20]
                0.00    0.00       7/11          Dvector::operator=(Dvector const&) [27]
-----------------------------------------------
                0.00    0.00       1/7           Ocean::Ocean(double, double, int, int, WaveModel&) [138]
                0.00    0.00       1/7           Ocean::~Ocean() [139]
                0.00    0.00       2/7           main [6]
                0.00    0.00       3/7           PhilipsWaveModel::operator()(double) [134]
[39]     0.0    0.00    0.00       7         Height::~Height() [39]
                0.00    0.00       7/76          Dvector::~Dvector() [13]
-----------------------------------------------
                0.00    0.00       7/7           void std::_Destroy_aux<false>::__destroy<PhilipsWave*>(PhilipsWave*, PhilipsWave*) [49]
[40]     0.0    0.00    0.00       7         void std::_Destroy<PhilipsWave>(PhilipsWave*) [40]
                0.00    0.00       7/9           PhilipsWave::~PhilipsWave() [32]
-----------------------------------------------
                0.00    0.00       2/7           void __gnu_cxx::new_allocator<PhilipsWave>::construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [83]
                0.00    0.00       5/7           void std::_Construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [51]
[41]     0.0    0.00    0.00       7         operator new(unsigned long, void*) [41]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::end() [76]
                0.00    0.00       3/6           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::begin() [77]
[42]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::__normal_iterator(PhilipsWave* const&) [42]
-----------------------------------------------
                0.00    0.00       6/6           PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [101]
[43]     0.0    0.00    0.00       6         bool __gnu_cxx::operator!=<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&) [43]
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
                0.00    0.00       4/6           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::max_size() const [61]
[44]     0.0    0.00    0.00       6         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_get_Tp_allocator() const [44]
-----------------------------------------------
                0.00    0.00       6/6           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Dvector> >, std::is_move_constructible<Dvector>, std::is_move_assignable<Dvector> >::value, void>::type std::swap<Dvector>(Dvector&, Dvector&) [110]
[45]     0.0    0.00    0.00       6         std::remove_reference<Dvector&>::type&& std::move<Dvector&>(Dvector&) [45]
-----------------------------------------------
                0.00    0.00       1/5           main [6]
                0.00    0.00       4/5           Dvector::ifft2d(int, int) [143]
[46]     0.0    0.00    0.00       5         Dvector::ifft() [46]
                0.00    0.00       5/10          Dvector::fft() [30]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<PhilipsWave>::~allocator() [48]
[47]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<PhilipsWave>::~new_allocator() [47]
-----------------------------------------------
                0.00    0.00       2/5           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::vector(std::vector<PhilipsWave, std::allocator<PhilipsWave> > const&) [106]
                0.00    0.00       3/5           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_impl::~_Vector_impl() [74]
[48]     0.0    0.00    0.00       5         std::allocator<PhilipsWave>::~allocator() [48]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<PhilipsWave>::~new_allocator() [47]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<PhilipsWave*>(PhilipsWave*, PhilipsWave*) [52]
[49]     0.0    0.00    0.00       5         void std::_Destroy_aux<false>::__destroy<PhilipsWave*>(PhilipsWave*, PhilipsWave*) [49]
                0.00    0.00       7/12          PhilipsWave* std::__addressof<PhilipsWave>(PhilipsWave&) [24]
                0.00    0.00       7/7           void std::_Destroy<PhilipsWave>(PhilipsWave*) [40]
-----------------------------------------------
                0.00    0.00       2/5           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
                0.00    0.00       3/5           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::~_Vector_base() [75]
[50]     0.0    0.00    0.00       5         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_deallocate(PhilipsWave*, unsigned long) [50]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<PhilipsWave> >::deallocate(std::allocator<PhilipsWave>&, PhilipsWave*, unsigned long) [64]
-----------------------------------------------
                0.00    0.00       1/5           PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<PhilipsWave const*, PhilipsWave*>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*) [67]
                0.00    0.00       4/5           PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [101]
[51]     0.0    0.00    0.00       5         void std::_Construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [51]
                0.00    0.00       5/11          PhilipsWave const& std::forward<PhilipsWave const&>(std::remove_reference<PhilipsWave const&>::type&) [29]
                0.00    0.00       5/7           operator new(unsigned long, void*) [41]
                0.00    0.00       5/7           PhilipsWave::PhilipsWave(PhilipsWave const&) [38]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<PhilipsWave*, PhilipsWave>(PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [53]
[52]     0.0    0.00    0.00       5         void std::_Destroy<PhilipsWave*>(PhilipsWave*, PhilipsWave*) [52]
                0.00    0.00       5/5           void std::_Destroy_aux<false>::__destroy<PhilipsWave*>(PhilipsWave*, PhilipsWave*) [49]
-----------------------------------------------
                0.00    0.00       2/5           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
                0.00    0.00       3/5           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::~vector() [78]
[53]     0.0    0.00    0.00       5         void std::_Destroy<PhilipsWave*, PhilipsWave>(PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [53]
                0.00    0.00       5/5           void std::_Destroy<PhilipsWave*>(PhilipsWave*, PhilipsWave*) [52]
-----------------------------------------------
                0.00    0.00       1/4           main [6]
                0.00    0.00       1/4           Ocean::Ocean(double, double, int, int, WaveModel&) [138]
                0.00    0.00       2/4           PhilipsWaveModel::operator()(double) [134]
[54]     0.0    0.00    0.00       4         Height::Height(double, double, int, int) [54]
                0.00    0.00       4/17          Dvector::Dvector() [20]
                0.00    0.00       4/40          Dvector::Dvector(int, double) [15]
                0.00    0.00       4/76          Dvector::~Dvector() [13]
                0.00    0.00       4/9           Dvector::operator=(Dvector&&) [33]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<PhilipsWave> >::deallocate(std::allocator<PhilipsWave>&, PhilipsWave*, unsigned long) [64]
[55]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<PhilipsWave>::deallocate(PhilipsWave*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<PhilipsWave> >::allocate(std::allocator<PhilipsWave>&, unsigned long) [65]
[56]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<PhilipsWave>::allocate(unsigned long, void const*) [56]
                0.00    0.00       4/8           __gnu_cxx::new_allocator<PhilipsWave>::max_size() const [36]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<PhilipsWave>::allocator(std::allocator<PhilipsWave> const&) [62]
[57]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<PhilipsWave>::new_allocator(__gnu_cxx::new_allocator<PhilipsWave> const&) [57]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::begin() const [92]
                0.00    0.00       2/4           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::end() const [91]
[58]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::__normal_iterator(PhilipsWave const* const&) [58]
-----------------------------------------------
                0.00    0.00       4/4           PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [101]
[59]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::operator++() [59]
-----------------------------------------------
                0.00    0.00       4/4           PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*>(__gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave*) [101]
[60]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<PhilipsWave const*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::operator*() const [60]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_check_len(unsigned long, char const*) const [90]
[61]     0.0    0.00    0.00       4         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::max_size() const [61]
                0.00    0.00       4/6           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_get_Tp_allocator() const [44]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<PhilipsWave> >::max_size(std::allocator<PhilipsWave> const&) [66]
-----------------------------------------------
                0.00    0.00       2/4           std::allocator_traits<std::allocator<PhilipsWave> >::select_on_container_copy_construction(std::allocator<PhilipsWave> const&) [99]
                0.00    0.00       2/4           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_impl::_Vector_impl(std::allocator<PhilipsWave> const&) [93]
[62]     0.0    0.00    0.00       4         std::allocator<PhilipsWave>::allocator(std::allocator<PhilipsWave> const&) [62]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<PhilipsWave>::new_allocator(__gnu_cxx::new_allocator<PhilipsWave> const&) [57]
-----------------------------------------------
                0.00    0.00       2/4           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
                0.00    0.00       2/4           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_create_storage(unsigned long) [94]
[63]     0.0    0.00    0.00       4         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_allocate(unsigned long) [63]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<PhilipsWave> >::allocate(std::allocator<PhilipsWave>&, unsigned long) [65]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_deallocate(PhilipsWave*, unsigned long) [50]
[64]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<PhilipsWave> >::deallocate(std::allocator<PhilipsWave>&, PhilipsWave*, unsigned long) [64]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<PhilipsWave>::deallocate(PhilipsWave*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_allocate(unsigned long) [63]
[65]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<PhilipsWave> >::allocate(std::allocator<PhilipsWave>&, unsigned long) [65]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<PhilipsWave>::allocate(unsigned long, void const*) [56]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::max_size() const [61]
[66]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<PhilipsWave> >::max_size(std::allocator<PhilipsWave> const&) [66]
                0.00    0.00       4/8           __gnu_cxx::new_allocator<PhilipsWave>::max_size() const [36]
-----------------------------------------------
                0.00    0.00       4/4           PhilipsWave* std::uninitialized_copy<PhilipsWave const*, PhilipsWave*>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*) [68]
[67]     0.0    0.00    0.00       4         PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<PhilipsWave const*, PhilipsWave*>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*) [67]
                0.00    0.00       1/12          PhilipsWave* std::__addressof<PhilipsWave>(PhilipsWave&) [24]
                0.00    0.00       1/5           void std::_Construct<PhilipsWave, PhilipsWave const&>(PhilipsWave*, PhilipsWave const&) [51]
-----------------------------------------------
                0.00    0.00       4/4           PhilipsWave* std::__uninitialized_copy_a<PhilipsWave const*, PhilipsWave*, PhilipsWave>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*, std::allocator<PhilipsWave>&) [69]
[68]     0.0    0.00    0.00       4         PhilipsWave* std::uninitialized_copy<PhilipsWave const*, PhilipsWave*>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*) [68]
                0.00    0.00       4/4           PhilipsWave* std::__uninitialized_copy<false>::__uninit_copy<PhilipsWave const*, PhilipsWave*>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*) [67]
-----------------------------------------------
                0.00    0.00       4/4           PhilipsWave* std::__uninitialized_move_if_noexcept_a<PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave> >(PhilipsWave*, PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [70]
[69]     0.0    0.00    0.00       4         PhilipsWave* std::__uninitialized_copy_a<PhilipsWave const*, PhilipsWave*, PhilipsWave>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*, std::allocator<PhilipsWave>&) [69]
                0.00    0.00       4/4           PhilipsWave* std::uninitialized_copy<PhilipsWave const*, PhilipsWave*>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*) [68]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<PhilipsWave, std::allocator<PhilipsWave> >::_M_realloc_insert<PhilipsWave const&>(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >, PhilipsWave const&) [104]
[70]     0.0    0.00    0.00       4         PhilipsWave* std::__uninitialized_move_if_noexcept_a<PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave> >(PhilipsWave*, PhilipsWave*, PhilipsWave*, std::allocator<PhilipsWave>&) [70]
                0.00    0.00       8/8           PhilipsWave const* std::__make_move_if_noexcept_iterator<PhilipsWave, PhilipsWave const*>(PhilipsWave*) [37]
                0.00    0.00       4/4           PhilipsWave* std::__uninitialized_copy_a<PhilipsWave const*, PhilipsWave*, PhilipsWave>(PhilipsWave const*, PhilipsWave const*, PhilipsWave*, std::allocator<PhilipsWave>&) [69]
-----------------------------------------------
                0.00    0.00       4/4           Height::operator=(Height&&) [81]
[71]     0.0    0.00    0.00       4         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double> >, std::is_move_constructible<double>, std::is_move_assignable<double> >::value, void>::type std::swap<double>(double&, double&) [71]
                0.00    0.00      12/12          std::remove_reference<double&>::type&& std::move<double&>(double&) [25]
-----------------------------------------------
                0.00    0.00       3/3           main [6]
[72]     0.0    0.00    0.00       3         Dvector::operator==(Dvector const&) [72]
-----------------------------------------------
                0.00    0.00       3/3           PhilipsWaveModel::operator()(double) [134]
[73]     0.0    0.00    0.00       3         bool __gnu_cxx::operator!=<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >(__gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&, __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > > const&) [73]
                0.00    0.00       6/14          __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::base() const [21]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::~_Vector_base() [75]
[74]     0.0    0.00    0.00       3         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_impl::~_Vector_impl() [74]
                0.00    0.00       3/5           std::allocator<PhilipsWave>::~allocator() [48]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::~vector() [78]
[75]     0.0    0.00    0.00       3         std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::~_Vector_base() [75]
                0.00    0.00       3/3           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_Vector_impl::~_Vector_impl() [74]
                0.00    0.00       3/5           std::_Vector_base<PhilipsWave, std::allocator<PhilipsWave> >::_M_deallocate(PhilipsWave*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00       1/3           PhilipsWaveModel::operator()(double) [134]
                0.00    0.00       2/3           std::vector<PhilipsWave, std::allocator<PhilipsWave> >::push_back(PhilipsWave const&) [105]
[76]     0.0    0.00    0.00       3         std::vector<PhilipsWave, std::allocator<PhilipsWave> >::end() [76]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<PhilipsWave*, std::vector<PhilipsWave, std::allocator<PhilipsWave> > >::__normal_iterator(PhilipsWave* const&) [42]
-----------------------------------------------
                0.00    0.00       1/3           PhilipsWaveModel::operator()(double) [134]
